detector,wavelength_nm,voltage_V,scan,timestamp
PDA50B2,1302.7399997711182,1.3243432567585385,2,1772321220.311194
PDA50B2,1302.75,1.3072375565185061,2,1772321220.316194
PDA50B2,1302.7599997520447,1.3345408859783776,2,1772321220.321194
PDA50B2,1302.7699999809265,1.314474583484051,2,1772321220.326194
PDA50B2,1302.7799997329712,1.3197378758770446,2,1772321220.331194
PDA50B2,1302.789999961853,1.3236853452018884,2,1772321220.336194
PDA50B2,1302.7999997138977,1.3065796449804772,2,1772321220.341194
PDA50B2,1302.8099999427795,1.3345408859783776,2,1772321220.346194
PDA50B2,1302.8199996948242,1.3151324950306682,2,1772321220.351194
PDA50B2,1302.829999923706,1.3194089201011392,2,1772321220.356194
PDA50B2,1302.8399996757507,1.3240143009801237,2,1772321220.361194
PDA50B2,1302.8499999046326,1.3069086007494024,2,1772321220.366194
PDA50B2,1302.8599996566772,1.3335540186269836,2,1772321220.371194
PDA50B2,1302.869999885559,1.31480353925727,2,1772321220.376194
PDA50B2,1302.8799996376038,1.3161193623519367,2,1772321220.3811939
PDA50B2,1302.8899998664856,1.3207247432058362,2,1772321220.386194
PDA50B2,1302.8999996185303,1.3065796449804772,2,1772321220.3911939
PDA50B2,1302.909999847412,1.3332250628435447,2,1772321220.396194
PDA50B2,1302.9199995994568,1.31480353925727,2,1772321220.4011939
PDA50B2,1302.9299998283386,1.3177641412242989,2,1772321220.406194
PDA50B2,1302.9399995803833,1.325001168315906,2,1772321220.4111938
PDA50B2,1302.9499998092651,1.3075665122877893,2,1772321220.416194
PDA50B2,1302.9599995613098,1.3342119301944,2,1772321220.4211938
PDA50B2,1302.9699997901917,1.31480353925727,2,1772321220.426194
PDA50B2,1302.9799995422363,1.3177641412242989,2,1772321220.4311938
PDA50B2,1302.9899997711182,1.3226984778682578,2,1772321220.436194
PDA50B2,1303.0,1.305592777674774,2,1772321220.441194
PDA50B2,1303.0100002288818,1.333882974410602,2,1772321220.4461942
PDA50B2,1303.0199999809265,1.3138166719381499,2,1772321220.451194
PDA50B2,1303.0300002098083,1.3187510085498657,2,1772321220.4561942
PDA50B2,1303.039999961853,1.3240143009801237,2,1772321220.461194
PDA50B2,1303.0500001907349,1.3072375565185061,2,1772321220.4661942
PDA50B2,1303.0599999427795,1.3335540186269836,2,1772321220.471194
PDA50B2,1303.0700001716614,1.314474583484051,2,1772321220.4761941
PDA50B2,1303.079999923706,1.316448318126051,2,1772321220.481194
PDA50B2,1303.090000152588,1.3243432567585385,2,1772321220.4861941
PDA50B2,1303.0999999046326,1.3062506892117305,2,1772321220.491194
PDA50B2,1303.1100001335144,1.3348698417625349,2,1772321220.4961941
PDA50B2,1303.119999885559,1.3141456277110108,2,1772321220.501194
